2dmatpedia id,"2dmatpedia band structure (BG, VBM, CBM)","preds band structure (BG, Direc BG, VBM, CBM)"
2dm-693,"[0.0, nan, nan]","[0.023804426193237305, 0.05056142807006836, -4.592278480529785, -4.538525104522705]"
2dm-694,"[0.0, nan, nan]","[0.06164872646331787, 0.06572270393371582, -4.499436855316162, -4.39339017868042]"
2dm-695,"[0.7849000096321106, -3.063499927520752, -2.278599977493286]","[2.1765480041503906, 2.3123559951782227, -5.880600452423096, -3.7063963413238525]"
2dm-696,"[0.0, nan, nan]","[0.09209632873535156, 0.1540517807006836, -4.296670913696289, -4.202162742614746]"
2dm-697,"[4.013199806213379, -4.790599822998047, -0.777400016784668]","[4.711736679077148, 4.7735137939453125, -7.1201958656311035, -2.411074161529541]"
2dm-698,"[0.8202000260353088, -1.719599962234497, -0.899399995803833]","[2.321500062942505, 2.4595532417297363, -5.284059524536133, -2.9377453327178955]"
2dm-699,"[0.9125999808311462, -2.7853000164031982, -1.8726999759674072]","[1.9804145097732544, 2.0192112922668457, -5.806448936462402, -3.8247063159942627]"
2dm-700,"[0.5031999945640564, -3.450500011444092, -2.9472999572753906]","[0.7017394304275513, 0.7006640434265137, -5.06056022644043, -4.36656379699707]"
2dm-701,"[0.6057000160217285, -1.3250999450683594, -0.7193999290466309]","[1.1202284097671509, 1.2748043537139893, -5.124195575714111, -3.9854931831359863]"
2dm-702,"[0.0, nan, nan]","[0.014106273651123047, 0.0175325870513916, -4.459954261779785, -4.425951957702637]"
2dm-703,"[0.0, nan, nan]","[0.15099108219146729, 0.21157419681549072, -4.946877956390381, -4.737330913543701]"
2dm-704,"[2.522200107574463, -5.813199996948242, -3.2909998893737793]","[3.599059820175171, 3.607767105102539, -8.584758758544922, -4.982789039611816]"
2dm-705,"[0.7156999707221985, -4.1149001121521, -3.399199962615967]","[1.4161784648895264, 1.977485179901123, -6.961338520050049, -5.5313568115234375]"
2dm-706,"[0.0, nan, nan]","[1.0186774730682373, 1.1258902549743652, -5.817700386047363, -4.750748634338379]"
2dm-707,"[0.0, nan, nan]","[0.46591711044311523, 0.6272873878479004, -4.285040855407715, -3.7239224910736084]"
2dm-708,"[2.1552999019622803, -2.8294999599456787, -0.6742000579833984]","[2.792597532272339, 2.9890644550323486, -5.894316673278809, -3.0885491371154785]"
2dm-709,"[0.0, nan, nan]","[0.030909299850463867, 0.12344574928283691, -4.670760631561279, -4.600404739379883]"
2dm-710,"[0.6086999773979187, -2.8148999214172363, -2.206199884414673]","[1.2935892343521118, 1.2867423295974731, -6.285105228424072, -4.975988388061523]"
2dm-711,"[0.0940999984741211, -3.279400110244751, -3.18530011177063]","[0.3330501317977905, 0.3459988832473755, -4.780477523803711, -4.380555629730225]"
2dm-712,"[0.0, nan, nan]","[0.029285073280334473, 0.04405617713928223, -4.7713117599487305, -4.748508453369141]"
2dm-713,"[0.0, nan, nan]","[0.4327489137649536, 0.4286630153656006, -5.1487274169921875, -4.685972690582275]"
2dm-714,"[1.8284000158309937, -8.455599784851074, -6.627200126647949]","[3.973656177520752, 3.9087634086608887, -10.269678115844727, -6.282549858093262]"
2dm-715,"[0.0, nan, nan]","[0.07757258415222168, 0.07028651237487793, -3.887338161468506, -3.743548631668091]"
2dm-716,"[0.0, nan, nan]","[0.07518601417541504, 0.07838940620422363, -4.913629531860352, -4.804676055908203]"
2dm-717,"[0.3467000126838684, -2.686300039291382, -2.339600086212158]","[1.084540605545044, 1.1111621856689453, -5.049798488616943, -3.955179452896118]"
2dm-718,"[0.1137000322341919, -4.256499767303467, -4.1427998542785645]","[1.0328104496002197, 1.2187213897705078, -7.640583038330078, -6.600922584533691]"
2dm-719,"[0.10439997911453247, -3.7655999660491943, -3.6612000465393066]","[1.4825201034545898, 1.7154616117477417, -6.604314804077148, -5.12263822555542]"
2dm-720,"[0.7771999835968018, -2.8141000270843506, -2.036900043487549]","[1.8681889772415161, 2.0115010738372803, -6.057882785797119, -4.1920695304870605]"
2dm-721,"[4.462699890136719, -5.7204999923706055, -1.2577998638153076]","[6.1576762199401855, 6.141963958740234, -8.715391159057617, -2.5515072345733643]"
2dm-722,"[0.0, nan, nan]","[1.3631064891815186, 1.3490376472473145, -7.783522605895996, -6.417027473449707]"
2dm-723,"[0.1208999752998352, -4.105999946594238, -3.985100030899048]","[1.400727391242981, 1.612421989440918, -7.105401992797852, -5.703165531158447]"
2dm-724,"[0.0, nan, nan]","[0.03966951370239258, 0.07159972190856934, -4.174109935760498, -4.113662242889404]"
2dm-725,"[0.0, nan, nan]","[0.06452775001525879, 0.07849788665771484, -4.011223793029785, -3.8338916301727295]"
2dm-726,"[0.6438999772071838, -2.859600067138672, -2.2156999111175537]","[1.8221442699432373, 1.8067125082015991, -6.188375473022461, -4.3643798828125]"
2dm-727,"[0.5957000255584717, -2.654900074005127, -2.0592000484466553]","[0.641093373298645, 0.7021223306655884, -5.435669898986816, -4.799212455749512]"
2dm-728,"[1.5217000246047974, -3.925299882888794, -2.403599977493286]","[5.523477077484131, 5.609410762786865, -8.774185180664062, -3.024488925933838]"
2dm-729,"[0.5774000287055969, -3.0109000205993652, -2.433500051498413]","[0.832305908203125, 0.9354590177536011, -6.202890396118164, -5.362450122833252]"
2dm-730,"[1.7484999895095825, -3.31030011177063, -1.5618000030517578]","[2.430126190185547, 2.4553894996643066, -6.1423420906066895, -3.7044336795806885]"
2dm-731,"[0.16280001401901245, -3.192199945449829, -3.029400110244751]","[1.3327476978302002, 1.6040847301483154, -5.879291534423828, -4.553014755249023]"
2dm-732,"[1.0369000434875488, -2.0157999992370605, -0.9788999557495117]","[1.5300534963607788, 1.5406064987182617, -5.106801986694336, -3.5615999698638916]"
2dm-733,"[2.5998001098632812, -5.139599800109863, -2.539799928665161]","[3.695805072784424, 3.789257287979126, -7.840576171875, -4.147578239440918]"
2dm-734,"[1.4537999629974365, -2.532900094985962, -1.0791000127792358]","[1.719999074935913, 1.712946891784668, -5.596089839935303, -3.8600165843963623]"
2dm-735,"[0.0, nan, nan]","[0.26901233196258545, 0.31559693813323975, -4.679928302764893, -4.3732123374938965]"
2dm-736,"[6.017000198364258, -7.202300071716309, -1.1852998733520508]","[7.657670021057129, 7.729853630065918, -9.804509162902832, -2.1620655059814453]"
2dm-737,"[0.0, nan, nan]","[0.4043680429458618, 0.42737245559692383, -4.846208095550537, -4.386574745178223]"
2dm-738,"[1.829800009727478, -3.1054000854492188, -1.2755999565124512]","[2.825462579727173, 2.8758928775787354, -6.378480911254883, -3.538113594055176]"
2dm-739,"[0.8105999827384949, -2.5815999507904053, -1.7710000276565552]","[1.6487876176834106, 1.7458065748214722, -5.801603317260742, -4.146407604217529]"
2dm-740,"[0.0017000436782836914, -3.889699935913086, -3.888000011444092]","[0.6858731508255005, 0.7252517938613892, -5.947267055511475, -5.2335710525512695]"
2dm-741,"[0.5108000040054321, -5.14900016784668, -4.638199806213379]","[2.1855950355529785, 2.4977407455444336, -7.816187858581543, -5.611944198608398]"
2dm-742,"[0.0, nan, nan]","[0.017525792121887207, 0.009845972061157227, -4.340473175048828, -4.3453755378723145]"
2dm-743,"[0.0, nan, nan]","[0.7154873609542847, 0.8619227409362793, -6.427706241607666, -5.5923051834106445]"
2dm-744,"[1.8703999519348145, -3.6377999782562256, -1.7674000263214111]","[2.7902417182922363, 2.8537344932556152, -6.488627910614014, -3.701611042022705]"
2dm-745,"[0.0, nan, nan]","[0.0899190902709961, 0.2255704402923584, -4.382059097290039, -4.272446155548096]"
2dm-746,"[1.3365999460220337, -5.229599952697754, -3.8929998874664307]","[2.1339709758758545, 2.321183443069458, -7.627105712890625, -5.4890875816345215]"
2dm-747,"[0.595300018787384, -2.964400053024292, -2.3691000938415527]","[1.2944378852844238, 1.4695944786071777, -6.262389183044434, -4.963723182678223]"
2dm-748,"[0.26559996604919434, -3.985599994659424, -3.7200002670288086]","[2.6025922298431396, 2.672013759613037, -7.913329601287842, -5.267374515533447]"
2dm-749,"[1.7859001159667969, -1.7442998886108398, 0.04159998893737793]","[1.9150922298431396, 2.1288669109344482, -5.2258830070495605, -3.2942864894866943]"
2dm-750,"[1.5568000078201294, -2.8461999893188477, -1.2894001007080078]","[2.2963011264801025, 2.3825531005859375, -6.0946044921875, -3.7857680320739746]"
2dm-751,"[0.0, nan, nan]","[0.11507391929626465, 0.1034855842590332, -3.9102540016174316, -3.7430825233459473]"
2dm-752,"[0.026999950408935547, -1.008699893951416, -0.9816999435424805]","[0.42690348625183105, 0.663847804069519, -3.9325292110443115, -3.458744764328003]"
2dm-753,"[0.6571000218391418, -1.9426000118255615, -1.2855000495910645]","[1.1140196323394775, 1.412826418876648, -5.6948113441467285, -4.572085857391357]"
2dm-754,"[1.8954999446868896, -3.3708999156951904, -1.4753999710083008]","[2.584890365600586, 2.7278666496276855, -6.3600544929504395, -3.7794182300567627]"
2dm-755,"[1.318600058555603, -3.9435999393463135, -2.625]","[1.7791930437088013, 1.750074863433838, -6.788664817810059, -5.008641719818115]"
2dm-756,"[0.21810007095336914, -0.11159992218017578, 0.10649991035461426]","[0.9799890518188477, 1.1954779624938965, -5.15743350982666, -4.159674644470215]"
2dm-757,"[1.3460999727249146, -4.2266998291015625, -2.8805999755859375]","[2.1714026927948, 2.4362781047821045, -5.909422874450684, -3.7357139587402344]"
2dm-758,"[1.1360000371932983, -4.092199802398682, -2.956199884414673]","[2.072744369506836, 2.2200942039489746, -6.3803558349609375, -4.292279243469238]"
2dm-759,"[0.4018999934196472, -3.38100004196167, -2.979099988937378]","[1.8321144580841064, 2.013883590698242, -5.6115641593933105, -3.7681424617767334]"
2dm-760,"[3.025099992752075, -3.345900058746338, -0.32080018520355225]","[3.9829750061035156, 4.108436584472656, -6.462832450866699, -2.474003791809082]"
2dm-761,"[1.3903000354766846, -3.3661999702453613, -1.9759000539779663]","[1.4368610382080078, 1.6360529661178589, -6.822599411010742, -5.382328033447266]"
2dm-762,"[0.1714000105857849, -1.148900032043457, -0.9774999618530273]","[0.5144006013870239, 1.1416561603546143, -3.6507561206817627, -3.1398167610168457]"
2dm-763,"[0.0, nan, nan]","[0.15347599983215332, 0.23697948455810547, -5.600588798522949, -5.432323932647705]"
2dm-764,"[0.0, nan, nan]","[0.2753967046737671, 0.35915374755859375, -4.561675071716309, -4.268868923187256]"
2dm-765,"[0.0, nan, nan]","[0.03083670139312744, 0.04806923866271973, -4.579255104064941, -4.524257659912109]"
2dm-766,"[3.9390997886657715, -7.743299961090088, -3.804199695587158]","[5.929847240447998, 5.9451494216918945, -10.47829532623291, -4.536215782165527]"
2dm-767,"[0.0, nan, nan]","[0.31679558753967285, 0.387675404548645, -4.942913055419922, -4.576776027679443]"
2dm-768,"[0.0, nan, nan]","[0.13391613960266113, 0.13295292854309082, -4.617946147918701, -4.419922351837158]"
2dm-769,"[0.8679999709129333, -1.8905000686645508, -1.0225000381469727]","[2.9417662620544434, 3.143885374069214, -5.243466854095459, -2.2742486000061035]"
2dm-770,"[0.0, nan, nan]","[0.17855405807495117, 0.4023364782333374, -5.470139503479004, -5.246686935424805]"
2dm-771,"[1.9349000453948975, -4.4232001304626465, -2.488300085067749]","[3.0538458824157715, 3.012587547302246, -7.5243706703186035, -4.471558570861816]"
2dm-772,"[2.6928000450134277, -3.253000020980835, -0.5601999759674072]","[4.55587100982666, 4.671961784362793, -6.323021411895752, -1.7578091621398926]"
2dm-773,"[0.689300000667572, -4.133699893951416, -3.4444000720977783]","[1.2975659370422363, 1.5299444198608398, -7.241408348083496, -5.9327898025512695]"
2dm-774,"[0.16670000553131104, -3.4632999897003174, -3.296600103378296]","[1.4644798040390015, 1.6658380031585693, -6.667412281036377, -5.21253776550293]"
2dm-775,"[0.23800009489059448, -2.6761999130249023, -2.438199996948242]","[0.9435685873031616, 1.09852933883667, -5.496200084686279, -4.511208534240723]"
2dm-776,"[2.1700000762939453, -4.2530999183654785, -2.0831000804901123]","[2.468855619430542, 3.2286643981933594, -6.250638484954834, -3.794966697692871]"
2dm-777,"[0.0, nan, nan]","[0.0010743141174316406, 0.003533601760864258, -4.480805397033691, -4.445501327514648]"
2dm-778,"[3.7198996543884277, -5.546899795532227, -1.8270000219345093]","[5.232481956481934, 5.250835418701172, -8.858870506286621, -3.618664503097534]"
2dm-779,"[3.232100009918213, -5.349899768829346, -2.117799997329712]","[4.441497802734375, 4.521775245666504, -7.760571479797363, -3.313380479812622]"
2dm-780,"[0.4983999729156494, -1.8970999717712402, -1.3986999988555908]","[0.8251897096633911, 1.1426113843917847, -5.7156805992126465, -4.886271953582764]"
2dm-781,"[1.1057000160217285, -2.9159998893737793, -1.8102999925613403]","[1.5913199186325073, 1.6384177207946777, -4.940208911895752, -3.3363003730773926]"
2dm-782,"[0.0, nan, nan]","[0.02289438247680664, 0.03505349159240723, -4.891605854034424, -4.858722686767578]"
2dm-783,"[3.7301998138427734, -5.60260009765625, -1.8724000453948975]","[5.285713195800781, 5.260800361633301, -8.81796932220459, -3.528521776199341]"
2dm-784,"[1.7869000434875488, -2.9509999752044678, -1.1641000509262085]","[2.5969159603118896, 2.727822780609131, -6.337157726287842, -3.73290753364563]"
2dm-785,"[0.6704999804496765, -5.810400009155273, -5.139900207519531]","[2.4896204471588135, 2.809185266494751, -8.283121109008789, -5.810669898986816]"
2dm-786,"[0.8871999979019165, -2.6723999977111816, -1.7851999998092651]","[1.3787970542907715, 1.4144132137298584, -5.442010402679443, -4.051967620849609]"
2dm-6385,"[1.2524000406265259, -3.2746999263763428, -2.0223000049591064]","[0.540677547454834, 0.8569358587265015, -4.724323272705078, -4.145261764526367]"
2dm-788,"[0.04519999027252197, -3.2126998901367188, -3.1675000190734863]","[0.6357096433639526, 0.7370283603668213, -5.580636024475098, -4.940918922424316]"
2dm-789,"[0.11440002918243408, -1.9092998504638672, -1.7948999404907227]","[0.6293512582778931, 1.4991027116775513, -3.8794381618499756, -3.2331793308258057]"
2dm-790,"[0.0, nan, nan]","[0.0009162425994873047, -0.007887125015258789, -4.147577285766602, -4.164005279541016]"
2dm-791,"[2.0348000526428223, -3.634700059890747, -1.5999000072479248]","[3.529378890991211, 3.717789649963379, -7.296481132507324, -3.7715697288513184]"
2dm-792,"[0.0, nan, nan]","[0.06280338764190674, 0.2565575838088989, -4.828541278839111, -4.744923114776611]"
2dm-793,"[2.4100000858306885, -5.558899879455566, -3.148900032043457]","[3.8702750205993652, 3.9531919956207275, -8.547897338867188, -4.69018030166626]"
2dm-794,"[2.039099931716919, -2.32069993019104, -0.28160011768341064]","[2.266566753387451, 2.6926589012145996, -5.682382583618164, -3.4151196479797363]"
2dm-795,"[0.0, nan, nan]","[0.028306245803833008, 0.03296613693237305, -4.377945423126221, -4.320825576782227]"
2dm-796,"[0.0, nan, nan]","[0.14109182357788086, 0.1918092966079712, -4.905104160308838, -4.719226837158203]"
2dm-797,"[0.09480005502700806, -4.69890022277832, -4.604100227355957]","[1.8509470224380493, 1.948826551437378, -7.465320110321045, -5.586540699005127]"
2dm-798,"[1.2346999645233154, -2.6494998931884766, -1.4148000478744507]","[1.8751990795135498, 2.078155279159546, -5.404885768890381, -3.512911081314087]"
2dm-799,"[0.0, nan, nan]","[0.05909168720245361, 0.0514678955078125, -4.045764446258545, -4.023065567016602]"
2dm-800,"[0.0, nan, nan]","[0.07234025001525879, 0.14963245391845703, -4.281679153442383, -4.2256364822387695]"
2dm-801,"[3.0963997840881348, -5.896599769592285, -2.8001999855041504]","[3.9529812335968018, 3.8399977684020996, -8.087233543395996, -4.135474681854248]"
2dm-802,"[2.9100000858306885, -5.057300090789795, -2.1473000049591064]","[3.9538307189941406, 3.9768853187561035, -7.587658882141113, -3.6353209018707275]"
2dm-803,"[2.8063998222351074, -5.581099987030029, -2.7746999263763428]","[4.143129348754883, 4.276205062866211, -7.669358253479004, -3.519505262374878]"
2dm-804,"[3.985300064086914, -4.750199794769287, -0.7648999691009521]","[4.879076957702637, 5.079696178436279, -7.1985650062561035, -2.336202383041382]"
2dm-805,"[1.5543999671936035, -3.650099992752075, -2.0957000255584717]","[2.2296252250671387, 2.356724739074707, -5.582124710083008, -3.3504135608673096]"
2dm-806,"[0.0, nan, nan]","[1.2701003551483154, 1.64592707157135, -6.567697525024414, -5.2633771896362305]"
2dm-807,"[5.972300052642822, -9.186599731445312, -3.2142999172210693]","[7.825053691864014, 7.895363807678223, -12.211822509765625, -4.394521236419678]"
2dm-808,"[0.0, nan, nan]","[0.10918641090393066, 0.26041603088378906, -4.943759918212891, -4.80082893371582]"
2dm-809,"[2.2225000858306885, -6.393099784851074, -4.170599937438965]","[4.324070930480957, 4.386394023895264, -9.542763710021973, -5.211444854736328]"
2dm-810,"[0.7678999900817871, -3.152600049972534, -2.384700059890747]","[1.5667816400527954, 1.6300835609436035, -5.529655456542969, -3.9673821926116943]"
2dm-811,"[2.046099901199341, -4.029699802398682, -1.9836000204086304]","[2.854238748550415, 3.3951034545898438, -6.325810432434082, -3.4739294052124023]"
2dm-812,"[0.34150004386901855, -2.186800003051758, -1.8452999591827393]","[1.0068399906158447, 1.4858276844024658, -4.3368916511535645, -3.352550745010376]"
2dm-813,"[0.0, nan, nan]","[0.0793309211730957, 0.1594371795654297, -5.361430644989014, -5.248204231262207]"
2dm-814,"[1.6490999460220337, -2.648200035095215, -0.9990999698638916]","[2.549914598464966, 2.799743175506592, -5.847776412963867, -3.2856240272521973]"
2dm-815,"[0.7440999746322632, -4.2133002281188965, -3.4691998958587646]","[3.2136282920837402, 3.2788171768188477, -7.974366188049316, -4.770439624786377]"
2dm-816,"[0.0, nan, nan]","[0.03488445281982422, 0.0404362678527832, -3.7315666675567627, -3.6901638507843018]"
2dm-817,"[2.377000093460083, -3.0406999588012695, -0.6636999845504761]","[3.132624626159668, 3.4194631576538086, -6.331533908843994, -3.200589895248413]"
